"_id","Codi INE","Nom del municipi","Nom curt del municipi","Article del municipi","Nom del municipi transliterat","Nom curt transliterat","Centre municipal","Codi de comarca","Nom de la comarca","Codi de la província","Nom de la província","Adreça completa","Adreça","Codi postal","Localització","Telèfon de contacte","Fax","Correu de contacte","Web","NIF","Escut del municipi","Bandera del municipi","Vista del municipi","Codi INE 6","Nom del recurs a la DBPedia","Nombre d'habitants","Extensió","Altitud","_lastChange"
"555c579ecf83d3d61744b00c","08193","Sant Iscle de Vallalta","Sant Iscle de Vallalta","","sant_iscle_de_vallalta","sant_iscle_de_vallalta","41.62433,2.56914","21","Maresme","8","Barcelona","Escoles, 2, 08359 Sant Iscle de Vallalta","Escoles, 2","08359","41.6244355,2.5691487","937946128","937946048","st.iscle@diba.cat","https://www.santiscle.cat","P0819200G","https://media.diba.cat/diba/municipis/img/escuts/ec08193.png","https://media.diba.cat/diba/municipis/img/banderes/bn08193.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08193.jpg","081939","Sant_Iscle_de_Vallalta","1438","17.72","129","2022-01-24 15:31:56"
"555c579ecf83d3d61744affb","08169","El Prat de Llobregat","Prat de Llobregat","El","el_prat_de_llobregat","prat_de_llobregat","41.333306,2.099056","11","Baix Llobregat","8","Barcelona","Pl. Vila, 1, 08820 Prat de Llobregat","Pl. Vila, 1","08820","41.333306,2.099056","933790050","933793416","oiac@elprat.cat","https://www.elprat.cat","P0816800G","https://media.diba.cat/diba/municipis/img/escuts/ec08169.png","https://media.diba.cat/diba/municipis/img/banderes/bn08169.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08169.jpg","081691","El_Prat_de_Llobregat","65532","32.23","5","2022-01-24 15:31:56"
"555c579ecf83d3d61744b03a","08033","Caldes de Montbui","Caldes de Montbui","","caldes_de_montbui","caldes_de_montbui","41.632265,2.1676442","41","Vallès Oriental","8","Barcelona","Pl. de la Font de Lleó, 11, 08140 Caldes de Montbui","Pl. de la Font de Lleó, 11","08140","41.632265,2.1676442","938655656","938655657","caldesm@caldesdemontbui.cat","https://www.caldesdemontbui.cat","P0803300C","https://media.diba.cat/diba/municipis/img/escuts/ec08033.png","https://media.diba.cat/diba/municipis/img/banderes/bn08033.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08033.jpg","080333","Caldes_de_Montbui","17797","37.92","203","2022-01-24 15:31:56"
"555c579ecf83d3d61744b02e","08018","Balsareny","Balsareny","","balsareny","balsareny","41.8631839,1.8755997","7","Bages","8","Barcelona","Plaça de l\'Ajuntament, 2, 08660 Balsareny","Plaça de l\'Ajuntament, 2","08660","41.863113549999994,1.8767925100519562","938396100","938200422","balsareny@diba.cat","https://www.balsareny.cat","P0801800D","https://media.diba.cat/diba/municipis/img/escuts/ec08018.png","https://media.diba.cat/diba/municipis/img/banderes/bn08018.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08018.jpg","080180","Balsareny","3278","36.64","327","2022-01-24 15:31:56"
"555c579ecf83d3d61744b02b","08014","Aiguafreda","Aiguafreda","","aiguafreda","aiguafreda","41.7692525,2.2517162","41","Vallès Oriental","8","Barcelona","Pl. Ajuntament, 1, 08591 Aiguafreda","Pl. Ajuntament, 1","08591","41.7692525,2.2517162","938442253","938442185","aiguafreda@diba.cat","https://www.aiguafreda.cat","P0801400C","https://media.diba.cat/diba/municipis/img/escuts/ec08014.png","https://media.diba.cat/diba/municipis/img/banderes/bn08014.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08014.jpg","080142","Aiguafreda","2556","7.96","404","2022-01-24 15:31:56"
"555c579ecf83d3d61744b039","08032","Caldes d\'Estrac","Caldes d\'Estrac","","caldes_destrac","caldes_destrac","41.5719788,2.5277607","21","Maresme","8","Barcelona","Pl. de la Vila, s/n, 08393 Caldes d\'Estrac","Pl. de la Vila, s/n","08393","41.5719788,2.5277607","937910005","937910503","ajuntament@caldetes.cat","https://www.caldetes.cat","P0803200E","https://media.diba.cat/diba/municipis/img/escuts/ec08032.png","https://media.diba.cat/diba/municipis/img/banderes/bn08032.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08032.jpg","080327","Caldes_d\'Estrac","3097",".76","33","2022-01-24 15:31:56"
"555c579ecf83d3d61744b012","08203","Sant Cebrià de Vallalta","Sant Cebrià de Vallalta","","sant_cebria_de_vallalta","sant_cebria_de_vallalta","41.620116,2.6013223","21","Maresme","8","Barcelona","C. Centre, 27, 08396 Sant Cebrià de Vallalta","C. Centre, 27","08396","41.620116,2.6013223","937631024","937630219","st.cebria@diba.cat","https://www.stcebria.net","P0820200D","https://media.diba.cat/diba/municipis/img/escuts/ec08203.png","https://media.diba.cat/diba/municipis/img/banderes/bn08203.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08203.jpg","082037","Sant_Cebrià_de_Vallalta","3570","15.79","71","2022-01-24 15:31:56"
"555c579ecf83d3d61744b01c","08216","Sant Jaume de Frontanyà","Sant Jaume de Frontanyà","","sant_jaume_de_frontanya","sant_jaume_de_frontanya","42.1871657,2.023848","14","Berguedà","8","Barcelona","Casa Consistorial, 08619 Sant Jaume de Frontanyà","Casa Consistorial","08619","42.1871657,2.023848","938239194","938239120","st.jaume@diba.cat","https://www.santjaumedefrontanya.cat","P0821500F","https://media.diba.cat/diba/municipis/img/escuts/ec08216.png","https://media.diba.cat/diba/municipis/img/banderes/bn08216.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08216.jpg","082166","Sant_Jaume_de_Frontanyà","28","21.15","1072","2022-01-24 15:31:56"
"555c579ecf83d3d61744b054","08128","Monistrol de Calders","Monistrol de Calders","","monistrol_de_calders","monistrol_de_calders","41.7608379,2.0146236","42","Moianès","8","Barcelona","Vinya, 9, 08275 Monistrol de Calders","Vinya, 9","08275","41.7604356,2.0142996","938399000","938398037","monistrolc@diba.cat","https://www.monistroldecalders.cat","P0812700C","https://media.diba.cat/diba/municipis/img/escuts/ec08128.png","https://media.diba.cat/diba/municipis/img/banderes/bn08128.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08128.jpg","081287","Monistrol_de_Calders","716","21.87","447","2022-01-24 15:31:56"
"555c579ecf83d3d61744b02f","08019","Barcelona","Barcelona","","barcelona","barcelona","41.3825919,2.177333","13","Barcelonès","8","Barcelona","Pl. St. Jaume, 1, 08002 Barcelona","Pl. St. Jaume, 1","08002","41.3825919,2.177333","934027000","933170139","","https://www.barcelona.cat","P0801900B","https://media.diba.cat/diba/municipis/img/escuts/ec08019.png","https://media.diba.cat/diba/municipis/img/banderes/bn08019.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08019.jpg","080193","Barcelona","1636732","99.07","4","2022-01-24 15:31:56"
"555c579ecf83d3d61744b01d","08217","Sant Joan Despí","Sant Joan Despí","","sant_joan_despi","sant_joan_despi","41.3463452,2.0891035","11","Baix Llobregat","8","Barcelona","Carretera del Mig, 9, 08970 Sant Joan Despí","Carretera del Mig, 9","08970","41.3463452,2.0891035","934806000","934806055","ajuntament@sjdespi.net","https://www.santjoandespi.cat","P0821600D","https://media.diba.cat/diba/municipis/img/escuts/ec08217.png","https://media.diba.cat/diba/municipis/img/banderes/bn08217.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08217.jpg","082172","Sant_Joan_Despí","34130","6.39","14","2022-01-24 15:31:56"
"555c579ecf83d3d61744b031","08022","Berga","Berga","","berga","berga","42.1011456,1.8454758","14","Berguedà","8","Barcelona","Plaça de Sant Pere, 1, 08600 Berga","Plaça de Sant Pere, 1","08600","42.10423165,1.845922624492724","938214333","938211787","berga@ajberga.cat","https://www.ajberga.cat","P0802200F","https://media.diba.cat/diba/municipis/img/escuts/ec08022.png","https://media.diba.cat/diba/municipis/img/banderes/bn08022.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08022.jpg","080229","Berga","16682","22.5","704","2022-01-24 15:31:56"
"555c579ecf83d3d61744b03c","08036","Calonge de Segarra","Calonge de Segarra","","calonge_de_segarra","calonge_de_segarra","41.7642502,1.4820028","6","Anoia","8","Barcelona","Escoles de Dusfort, s/n, 08281 Calonge de Segarra","Escoles de Dusfort, s/n","08281","41.7642502,1.4820028","938680409","938681234","calonge@diba.cat","https://www.calongesegarra.cat","P0803600F","https://media.diba.cat/diba/municipis/img/escuts/ec08036.png","https://media.diba.cat/diba/municipis/img/banderes/bn08036.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08036.jpg","080364","Calonge_de_Segarra","194","37.28","643","2022-01-24 15:31:56"
"555c579ecf83d3d61744b038","08030","Cabrils","Cabrils","","cabrils","cabrils","41.5262354,2.3676258","21","Maresme","8","Barcelona","Carrer de Domènec Carles, 1, 08348 Cabrils","Carrer de Domènec Carles, 1","08348","41.5265482,2.3669156","937539660","937507030","ajuntament@cabrils.cat","https://www.cabrils.cat","P0803000I","https://media.diba.cat/diba/municipis/img/escuts/ec08030.png","https://media.diba.cat/diba/municipis/img/banderes/bn08030.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08030.jpg","080305","Cabrils","7567","7.09","147","2022-01-24 15:31:56"
"555c579ecf83d3d61744b057","08131","Montesquiu","Montesquiu","","montesquiu","montesquiu","42.108728,2.2086111","24","Osona","8","Barcelona","Pl. Emili Juncadella, 1-2, 08585 Montesquiu","Pl. Emili Juncadella, 1-2","08585","42.108728,2.2086111","938529091","938551279","montesquiu@diba.cat","https://www.montesquiu.cat","P0813000G","https://media.diba.cat/diba/municipis/img/escuts/ec08131.png","https://media.diba.cat/diba/municipis/img/banderes/bn08131.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08131.jpg","081311","Montesquiu","1048","4.87","728","2022-01-24 15:31:56"
"555c579ecf83d3d61744b07a","08100","Gurb","Gurb","","gurb","gurb","41.9409869,2.2433019","24","Osona","8","Barcelona","Mas l\'Esperança, 08503 Gurb","Mas l\'Esperança","08503","41.9399402,2.2431227","938860166","938860047","gurb@diba.cat","https://www.gurb.cat","P0809900D","https://media.diba.cat/diba/municipis/img/escuts/ec08100.png","https://media.diba.cat/diba/municipis/img/banderes/bn08100.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08100.jpg","081000","Gurb","2705","51.23","563","2022-01-24 15:31:56"
"555c579ecf83d3d61744b07e","08104","La Llacuna","Llacuna","La","la_llacuna","llacuna","41.4729806,1.534607","6","Anoia","8","Barcelona","Pl. Major, 1, 08779 Llacuna","Pl. Major, 1","08779","41.47250185,1.5337267368608298","938976063","938976063","llacuna@diba.cat","https://www.lallacuna.cat","P0810300D","https://media.diba.cat/diba/municipis/img/escuts/ec08104.png","https://media.diba.cat/diba/municipis/img/banderes/bn08104.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08104.jpg","081043","La_Llacuna","917","52.49","615","2022-01-26 05:27:02"
"555c579ecf83d3d61744b003","08181","La Roca del Vallès","Roca del Vallès","La","la_roca_del_valles","roca_del_valles","41.587898,2.3291514","41","Vallès Oriental","8","Barcelona","Carrer de Catalunya, 18-24, 08430 Roca del Vallès","Carrer de Catalunya, 18-24","08430","41.587898,2.3291514","938422016","938420459","ajuntament@laroca.cat","https://www.laroca.cat","P0818000B","https://media.diba.cat/diba/municipis/img/escuts/ec08181.png","https://media.diba.cat/diba/municipis/img/banderes/bn08181.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08181.jpg","081810","La_Roca_del_Vallès","10676","37.1","123","2022-02-11 00:47:02"
"555c579ecf83d3d61744b04b","08116","Les Masies de Roda","Masies de Roda","Les","les_masies_de_roda","masies_de_roda","41.9900725,2.3064465","24","Osona","8","Barcelona","Ctra. de Roda a Manlleu, s/n, 08510 Masies de Roda","Ctra. de Roda a Manlleu, s/n","08510","41.9885245,2.3086461","938540027","938540007","masiesr@diba.cat","https://www.lesmasiesderoda.cat","P0811500H","https://media.diba.cat/diba/municipis/img/escuts/ec08116.png","https://media.diba.cat/diba/municipis/img/banderes/bn08116.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08116.jpg","081167","Les_Masies_de_Roda","704","16.43","516","2022-01-24 15:31:56"
"555c579ecf83d3d61744b03f","08039","Campins","Campins","","campins","campins","41.724591700000005,2.464132695471508","41","Vallès Oriental","8","Barcelona","Pl. Vila, s/n, 08472 Campins","Pl. Vila, s/n","08472","41.7246142,2.4633182","938475030","938475030","campins@diba.cat","https://www.campins.info","P0803800B","https://media.diba.cat/diba/municipis/img/escuts/ec08039.png","https://media.diba.cat/diba/municipis/img/banderes/bn08039.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08039.jpg","080399","Campins","540","7.38","321","2022-01-24 15:31:56"
"555c579ecf83d3d61744b029","08012","Avinyó","Avinyó","","avinyo","avinyo","41.8634393,1.9711131","7","Bages","8","Barcelona","Plaça Major, 11, 08279 Avinyó","Plaça Major, 11","08279","41.8634393,1.9711131","938387700","938387552","avinyo@diba.cat","https://www.avinyo.cat","P0801200G","https://media.diba.cat/diba/municipis/img/escuts/ec08012.png","https://media.diba.cat/diba/municipis/img/banderes/bn08012.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08012.jpg","080121","Avinyó","2286","62.56","353","2022-01-24 15:31:56"
"555c579ecf83d3d61744b068","08076","Esparreguera","Esparreguera","","esparreguera","esparreguera","41.5393249,1.8694549","11","Baix Llobregat","8","Barcelona","Pl. Ajuntament, 1, 08292 Esparreguera","Pl. Ajuntament, 1","08292","41.53897015,1.8705094847373833","937771801","937775904","esparreguera@esparreguera.cat","https://www.esparreguera.cat","P0807500D","https://media.diba.cat/diba/municipis/img/escuts/ec08076.png","https://media.diba.cat/diba/municipis/img/banderes/bn08076.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08076.jpg","080765","Esparreguera","22358","27.47","187","2022-01-24 15:31:56"
"555c579ecf83d3d61744b058","08135","Montmeló","Montmeló","","montmelo","montmelo","41.551513150000005,2.248190049425774","41","Vallès Oriental","8","Barcelona","Plaça de la Vila, 1, 08160 Montmeló","Plaça de la Vila, 1","08160","41.551513150000005,2.248190049425774","935720000","935720420","info@montmelo.cat","https://www.montmelo.cat","P0813400I","https://media.diba.cat/diba/municipis/img/escuts/ec08135.png","https://media.diba.cat/diba/municipis/img/banderes/bn08135.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08135.jpg","081350","Montmeló","8798","4.11","72","2022-01-24 15:31:56"
"555c579ecf83d3d61744b090","08247","Santa Eulàlia de Riuprimer","Santa Eulàlia de Riuprimer","","santa_eulalia_de_riuprimer","santa_eulalia_de_riuprimer","41.9110395,2.187527","24","Osona","8","Barcelona","C/ Major, 30, 08505 Santa Eulàlia de Riuprimer","C/ Major, 30","08505","41.9110395,2.187527","938138000","938137077","st.eulaliariu@diba.cat","https://www.santaeulaliariuprimer.cat","P0824700I","https://media.diba.cat/diba/municipis/img/escuts/ec08247.png","https://media.diba.cat/diba/municipis/img/banderes/bn08247.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08247.jpg","082476","Santa_Eulàlia_de_Riuprimer","1409","14.01","568","2022-01-24 15:31:56"
"555c579ecf83d3d61744b006","08184","Rubí","Rubí","","rubi","rubi","41.4937351,2.0310944","40","Vallès Occidental","8","Barcelona","Pl. Pere Aguilera, 1, 08191 Rubí","Pl. Pere Aguilera, 1","08191","41.4937351,2.0310944","935887000","935884526","alcaldia@ajrubi.cat","https://www.ajrubi.cat","P0818300F","https://media.diba.cat/diba/municipis/img/escuts/ec08184.png","https://media.diba.cat/diba/municipis/img/banderes/bn08184.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08184.jpg","081846","Rubí","78549","33.44","123","2022-01-24 15:31:56"
"555c579ecf83d3d61744b04d","08120","Matadepera","Matadepera","","matadepera","matadepera","41.6012311,2.0275199","40","Vallès Occidental","8","Barcelona","Pl. Ajuntament, 1, 08230 Matadepera","Pl. Ajuntament, 1","08230","41.6012311,2.0275199","937870200","937300048","matadepera@matadepera.cat","https://www.matadepera.cat","P0811900J","https://media.diba.cat/diba/municipis/img/escuts/ec08120.png","https://media.diba.cat/diba/municipis/img/banderes/bn08120.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08120.jpg","081206","Matadepera","9672","24.83","423","2022-02-26 06:22:01"
"555c579ecf83d3d61744b04f","08122","Mediona","Mediona","","mediona","mediona","41.47739425,1.635018453270908","3","Alt Penedès","8","Barcelona","Carrer del Dr. Trueta, 10, 08773 Mediona","Carrer del Dr. Trueta, 10","08773","41.4767127,1.6108398","938985002","938985299","mediona@diba.cat","https://www.mediona.cat","P0812100F","https://media.diba.cat/diba/municipis/img/escuts/ec08122.png","https://media.diba.cat/diba/municipis/img/banderes/bn08122.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08122.jpg","081228","Mediona","2419","47.61","430","2022-01-24 15:31:56"
"555c579ecf83d3d61744b087","08236","Sant Quintí de Mediona","Sant Quintí de Mediona","","sant_quinti_de_mediona","sant_quinti_de_mediona","41.461953699999995,1.663023730351432","3","Alt Penedès","8","Barcelona","Pl. Església, 4, 08777 Sant Quintí de Mediona","Pl. Església, 4","08777","41.461953699999995,1.663023730351432","938998028","938998400","st.quinti@diba.cat","https://www.santquintimediona.cat","P0823600B","https://media.diba.cat/diba/municipis/img/escuts/ec08236.png","https://media.diba.cat/diba/municipis/img/banderes/bn08236.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08236.jpg","082362","Sant_Quintí_de_Mediona","2367","13.89","326","2022-01-24 15:31:56"
"555c579ecf83d3d61744b040","08040","Canet de Mar","Canet de Mar","","canet_de_mar","canet_de_mar","41.5900933,2.5777998","21","Maresme","8","Barcelona","Carrer Ample, 11-13, 08360 Canet de Mar","Carrer Ample, 11-13","08360","41.5883983,2.5825666","937943940","937941231","canetdemar@canetdemar.cat","https://www.canetdemar.cat","P0803900J","https://media.diba.cat/diba/municipis/img/escuts/ec08040.png","https://media.diba.cat/diba/municipis/img/banderes/bn08040.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08040.jpg","080403","Canet_de_Mar","14810","5.45","15","2022-01-24 15:31:56"
"555c579ecf83d3d61744b033","08025","El Bruc","Bruc","El","el_bruc","bruc","41.5792357,1.7812982","6","Anoia","8","Barcelona","Bruc del Mig, 55, 08294 Bruc","Bruc del Mig, 55","08294","41.5808545,1.7799967","937710006","937710450","bruc@diba.cat","https://www.bruc.cat","P0802500I","https://media.diba.cat/diba/municipis/img/escuts/ec08025.png","https://media.diba.cat/diba/municipis/img/banderes/bn08025.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08025.jpg","080253","El_Bruc","2177","46.76","452","2022-01-24 15:31:56"
"555c579ecf83d3d61744b05a","08137","Montseny","Montseny","","montseny","montseny","41.7593697,2.3952061","41","Vallès Oriental","8","Barcelona","Plaça de la Vila,11, 08469 Montseny","Plaça de la Vila,11","08469","41.7593697,2.3952061","938473003","938473003","montseny@diba.cat","https://www.montseny.cat","P0813600D","https://media.diba.cat/diba/municipis/img/escuts/ec08137.png","","https://media.diba.cat/diba/municipis/img/vistes/vista08137.jpg","081379","Montseny","362","27.02","528","2022-01-24 15:31:56"
"555c579ecf83d3d61744b06e","08084","Fonollosa","Fonollosa","","fonollosa","fonollosa","41.7626001,1.6678299","7","Bages","8","Barcelona","Església, s/n, 08259 Fonollosa","Església, s/n","08259","41.76328945,1.6692146375730366","938366005","938366005","fonollosa@diba.cat","https://www.fonollosa.cat","P0808300H","https://media.diba.cat/diba/municipis/img/escuts/ec08084.png","https://media.diba.cat/diba/municipis/img/banderes/bn08084.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08084.jpg","080847","Fonollosa","1495","51.9","525","2022-01-24 15:31:56"
"555c579ecf83d3d61744b05f","08222","Sant Llorenç d\'Hortons","Sant Llorenç d\'Hortons","","sant_llorenc_dhortons","sant_llorenc_dhortons","41.4674971,1.8248285","3","Alt Penedès","8","Barcelona","Carrer Major, 36, 08791 Sant Llorenç d\'Hortons","Carrer Major, 36","08791","41.4674971,1.8248285","937716000","937716308","st.llorensh@diba.cat","https://www.ajhortons.cat","P0822000F","https://media.diba.cat/diba/municipis/img/escuts/ec08222.png","","https://media.diba.cat/diba/municipis/img/vistes/vista08222.jpg","082227","Sant_Llorenç_d\'Hortons","2459","19.75","196","2022-01-24 15:31:56"
"555c579ecf83d3d61744b08a","08239","Sant Quirze Safaja","Sant Quirze Safaja","","sant_quirze_safaja","sant_quirze_safaja","41.7276804,2.1548204","42","Moianès","8","Barcelona","Carretera de Barcelona, 2, 08189 Sant Quirze Safaja","Carretera de Barcelona, 2","08189","41.7337769,2.1369302","938660368","938662262","st.quirzes@diba.cat","https://www.santquirzesafaja.es","P0823900F","https://media.diba.cat/diba/municipis/img/escuts/ec08239.png","https://media.diba.cat/diba/municipis/img/banderes/bn08239.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08239.jpg","082397","Sant_Quirze_Safaja","660","25","627","2022-02-05 00:57:02"
"555c579ecf83d3d61744b018","08212","Sant Feliu Sasserra","Sant Feliu Sasserra","","sant_feliu_sasserra","sant_feliu_sasserra","41.9447451,2.0213124","7","Bages","8","Barcelona","Pl. Major, 1, 08274 Sant Feliu Sasserra","Pl. Major, 1","08274","41.94439745,2.0223926879668053","938819011","938819017","sfs.ajuntament@santfeliusasserra.cat","https://www.santfeliusasserra.cat","P0821100E","https://media.diba.cat/diba/municipis/img/escuts/ec08212.png","https://media.diba.cat/diba/municipis/img/banderes/bn08212.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08212.jpg","082129","Sant_Feliu_Sasserra","617","23.14","617","2022-01-24 15:31:56"
"555c579ecf83d3d61744b093","08252","Barberà del Vallès","Barberà del Vallès","","barbera_del_valles","barbera_del_valles","41.5145531,2.1212923","40","Vallès Occidental","8","Barcelona","Av. Generalitat, 70, 08210 Barberà del Vallès","Av. Generalitat, 70","08210","41.5145531,2.1212923","937297171","937191815","barbera@bdv.cat","https://www.bdv.cat","P0825200I","https://media.diba.cat/diba/municipis/img/escuts/ec08252.png","https://media.diba.cat/diba/municipis/img/banderes/bn08252.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08252.jpg","082520","Barberà_del_Vallès","33016","8.37","146","2022-01-24 15:31:56"
"555c579ecf83d3d61744b05d","08142","La Nou de Berguedà","Nou de Berguedà","La","la_nou_de_bergueda","nou_de_bergueda","42.1925298,1.8025852","14","Berguedà","8","Barcelona","Casa Consistorial, 08699 Nou de Berguedà","Casa Consistorial","08699","42.1925298,1.8025852","938259000","938248027","nou@diba.cat","https://www.lanoudebergueda.cat","P0814100D","https://media.diba.cat/diba/municipis/img/escuts/ec08142.png","","https://media.diba.cat/diba/municipis/img/vistes/vista08142.jpg","081424","La_Nou_de_Berguedà","176","25","876","2022-01-24 15:31:56"
"555c579ecf83d3d61744b06f","08085","Font-rubí","Font-rubí","","fontrubi","fontrubi","41.41406765,1.6517712","3","Alt Penedès","8","Barcelona","Pl. Ajuntament, 1 (Guardiola de Font-Rubí), 08736 Font-rubí","Pl. Ajuntament, 1 (Guardiola de Font-Rubí)","08736","41.41406765,1.6517712","938979212","938979283","fontrubi@diba.cat","https://www.font-rubi.org","P0808400F","https://media.diba.cat/diba/municipis/img/escuts/ec08085.png","https://media.diba.cat/diba/municipis/img/banderes/bn08085.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08085.jpg","080850","Font-rubí","1440","37","315","2022-01-24 15:31:56"
"555c579ecf83d3d61744b041","08042","Cànoves i Samalús","Cànoves i Samalús","","canoves_i_samalus","canoves_i_samalus","41.6946614,2.3514968","41","Vallès Oriental","8","Barcelona","Can Casademunt, s/n, 08445 Cànoves i Samalús","Can Casademunt, s/n","08445","41.6946614,2.3514968","938710018","938434145","canovesisamalus@diba.cat","https://www.canovesisamalus.cat","P0804100F","https://media.diba.cat/diba/municipis/img/escuts/ec08042.png","https://media.diba.cat/diba/municipis/img/banderes/bn08042.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08042.jpg","080425","Cànoves_i_Samalús","3219","28.48","346","2022-01-24 15:31:56"
"555c579ecf83d3d61744b044","08046","Cardedeu","Cardedeu","","cardedeu","cardedeu","41.6385167,2.3558408","41","Vallès Oriental","8","Barcelona","Pl. St. Joan, 1, 08440 Cardedeu","Pl. St. Joan, 1","08440","41.6385167,2.3558408","938444004","938711477","cardedeu@cardedeu.cat","https://www.cardedeu.cat","P0804500G","https://media.diba.cat/diba/municipis/img/escuts/ec08046.png","https://media.diba.cat/diba/municipis/img/banderes/bn08046.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08046.jpg","080462","Cardedeu","18609","12.89","193","2022-01-24 15:31:56"
"555c579ecf83d3d61744b051","08124","Mollet del Vallès","Mollet del Vallès","","mollet_del_valles","mollet_del_valles","41.53553805,2.2104223760907997","41","Vallès Oriental","8","Barcelona","Plaça Major, 1, 08100 Mollet del Vallès","Plaça Major, 1","08100","41.53553805,2.2104223760907997","935719500","935719504","ajuntament@molletvalles.cat","https://www.molletvalles.cat","P0812300B","https://media.diba.cat/diba/municipis/img/escuts/ec08124.png","https://media.diba.cat/diba/municipis/img/banderes/bn08124.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08124.jpg","081249","Mollet_del_Vallès","51151","10.72","65","2022-01-24 15:31:56"
"555c579ecf83d3d61744b074","08092","Gironella","Gironella","","gironella","gironella","42.0337588,1.8825316","14","Berguedà","8","Barcelona","Plaça de la Vila, 13, 08680 Gironella","Plaça de la Vila, 13","08680","42.0338291,1.8825915","938250033","938250368","gironella@diba.cat","https://www.gironella.cat","P0809100A","https://media.diba.cat/diba/municipis/img/escuts/ec08092.png","https://media.diba.cat/diba/municipis/img/banderes/bn08092.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08092.jpg","080924","Gironella","4916","6.84","469","2022-01-24 15:31:56"
"555c579ecf83d3d61744b053","08127","Monistrol de Montserrat","Monistrol de Montserrat","","monistrol_de_montserrat","monistrol_de_montserrat","41.6105028,1.8452698","7","Bages","8","Barcelona","Pl. Font Gran, 2, 08691 Monistrol de Montserrat","Pl. Font Gran, 2","08691","41.6105028,1.8452698","938350011","938284163","monistrolm@monistroldemontserrat.cat","https://www.monistroldemontserrat.cat","P0812600E","https://media.diba.cat/diba/municipis/img/escuts/ec08127.png","https://media.diba.cat/diba/municipis/img/banderes/bn08127.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08127.jpg","081271","Monistrol_de_Montserrat","3178","12.04","161","2022-01-24 15:31:56"
"555c579ecf83d3d61744b05e","08221","Sant Just Desvern","Sant Just Desvern","","sant_just_desvern","sant_just_desvern","41.3815832,2.0750677","11","Baix Llobregat","8","Barcelona","Pl. Verdaguer, 2, 08960 Sant Just Desvern","Pl. Verdaguer, 2","08960","41.3815832,2.0750677","934804800","934804879","ajuntament@santjust.cat","https://www.santjust.cat","P0821900H","https://media.diba.cat/diba/municipis/img/escuts/ec08221.png","","https://media.diba.cat/diba/municipis/img/vistes/vista08221.jpg","082212","Sant_Just_Desvern","19379","7.85","122","2022-01-24 15:31:56"
"555c579ecf83d3d61744b077","08097","Gualba","Gualba","","gualba","gualba","41.7321147,2.5018684","41","Vallès Oriental","8","Barcelona","Pg. Montseny, 13, 08474 Gualba","Pg. Montseny, 13","08474","41.732114,2.501937249637226","938487027","938487070","gualba@diba.cat","http://www.gualba.net","P0809600J","https://media.diba.cat/diba/municipis/img/escuts/ec08097.png","https://media.diba.cat/diba/municipis/img/banderes/bn08097.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08097.jpg","080977","Gualba","1585","23.24","177","2022-01-24 15:31:56"
